Category,Headline,SubHeading
Bueskydning,Dansk bueskytte nåede VM-semifinale,"Den danske bueskytte Camilla Søemod nåede helt frem til semifinalen ved VM i Korea, efter hun i kvartfinalen vandt en tæt kamp 9-8 i omskydning"
OL,Dansk bueskytte: Jeg ramte den ikke,Den danske bueskytte Niels dall måtte forlade OL efter et nederlag til den olympiske mester Marco Galiazzo fra Italien
OL,OL forbi for bueskytten Niels Dall,OL er forbi for endnu en dansker. Bueskytten Niels Dall blev onsdag formiddag dansk tid sendt ud af en stærk Marco Galiazzo fra Italien
OL,Bueskydningsguld til Sydkorea,"I holdkonkurrencen i bueskydning for kvinder tog Sydkorea søndag guldet - og understregede dermed, at konkurrencen er ved at udvikle sig til en paradedisciplin for sydkoreanerne. Det er således sjette gang i træk, at de bliver olympiske mestre. Sølvet gik til Kina, mens Frankrig fik bronze"
OL,Mesteren ryster ikke dansk bueskytte,"Resultaterne af dagens placeringsrunde i herrenes bueskydnings-konkurrence betyder, at Niels Dall på onsdag i elimineringsrunden skal op mod den forsvarene olympiske mester Marco Galiazzo. Men mødet med italieneren skræmmer ikke den danske bueskytte"
OL,Dansker skal møde olympisk mester,Bueskytten Niels Dall blev kun nummer 53 ud af i alt 64 deltagere i kvalifikationen. Han sluttede dog med et par gode serier
OL,Forkølelse ødelagde bueskydning,"Den danske bueskytte Loise Laursen var skuffet efter sin præstation lørdag, der bar præg af en vodsom forkølelse"
OL,Dansk bueskytte på svær opgave,Den danske bueskytte Louise Laursen skød sig i lørdagens placeringsrunde ind som nr. 52 ud af de 64 deltagere i den individuelle konkurrence med 605 point
OL,Bueskydning,Olympisk sport siden:1900
OL,Louise Klingenberg Laursen,Navn: Louise Klingenberg Laursen
OL,Niels Dall,Navn: Niels Dall
Bueskydning,Compoundskytte vandt EM-bronze,"Den danske bueskytte Martin Damsbo vandt søndag EM-bronze i Frankrig. I bronzekampen slog han en italiensk modstander med 118-115 og sørgede samtidig for, at Danmark vandt to medaljer ved EM-stævnet"
Bueskydning,Compoundskytte vandt sølv ved EM,"Den danske bueskytte Camilla Søemod vandt lørdag EM-sølv i compound. Danskeren tabte lørdagens finale til Aurore Trayan med 108-111 efter en god uge ved EM-stævnet, der begyndte tirsdag"
Bueskydning,Bueskytte retter pil mod OL-guld,"En enkelt millimeter kan afgøre, hvor OL-guldet havner. I bueskydningen er det de små afstande der tæller, og derfor kan den danske bueskytte Niels Dall sagtens se sig selv med en medalje om halsen på podiet i den olympiske by Beijing til sommer"
Bueskydning,Guld til danske bueskytter,De danske bueskytter Camilla Søemod og Niels Baldur vandt begge guld ved en international Grand Prix-turnering i italienske Sassari
Bueskydning,Første VM-bronze til danske kvinder,"For første gang siden disciplinen blev indført i 1933 lykkedes det søndag de danske kvinder at sikre sig VM-bronze i compound med en sejr over Belgien. Mesterskaberne blev afviklet i Madrid, hvor mændene sluttede på fjerdepladsen"
Bueskydning,Dansk VM-bronze i bueskydning,"De mandlige danske compound-bueskytter vandt søndag bronze ved VM i Aalborg efter sejr over Schweiz. USA tog guld, mens Iltaien fik sølvet"
OL,Sydkorea forsvarede guldmedaljen,Det sydkoreanske mandlige bueskyttehold forsvarede lørdag sin olympiske guldmedalje med en komfortabel sejr over Taiwan i finalen. Dermed har Sydkorea vundet tre af de fire guldmedaljer i bueskydning
OL,Sydkoreansk guld i bueskydning,"Sydkorea vandt fredag bueskydningskonkurrencen for hold, da det blev til en sejr på 241-240 over Kina i finalen. Bronzemedaljen gik til Taiwan, der besejrede Frankrig med 242-228"
OL,Italiensk guld i bueskydning,"Den italienske bueskytte Marco Galiazzo vandt torsdag guld i mændenes individuelle konkurrence. Sølvet gik til Hiroshi Yamamoto, mens Tim Cuddihy fra Australien vandt bronze"
OL,Koreansk dominans fortsatte,"Den tidligere verdensmester i bueskydning, Park Sung-Hyun, fortsatte den ensidige koreanske dominans i kvindernes bueskydning, da hun vandt guld onsdag ved at besejre landsmanden Lee Sung-jin 110-108 i finalen i Athen"
OL,Pavia Lind gik ned til sidst,"Den danske bueskytte Hasse Pavia Lind er ude af OL efter en dramatisk afslut-ning på kampen mod ukraineren Olek-sandr Serdyuk, som vandt de seks ender med 165-164"
Fodbold,FCM henter smal sejr,"FCM skulle bruge mange chancer på at lave to mål mod Lyngby, men det var akkurat nok til en sejr"
Badminton,Astrup og Skaarup fortsætter storform,Det danske par slog Alfian og Ardianto
