Category,Headline,SubHeading
Tour de France,Skuffet Cort savner noget at juble over,Magnus Cort har ikke fundet nøglen til at ramme de afgørende udbrud i årets Tour de France
Tour de France,Pogacar har stor respekt for Vingegaard-duel,"Tadej Pogacar nyder duellen med Jonas Vingegaard, som han for tredje år i træk kæmper med om Tour-tronen"
Tour de France,"Realistisk Mørkøv føler sig ""solgt til stanglakrids""",Michael Mørkøv har fået en sjælden mulighed for at køre sin egen chance i Tour de France
Tour de France,"- Den bliver rigtig vigtig, siger Vingegaard før enkeltstarten",Ti sekunder adskiller Jonas Vingegaard og Tadej Pogacar inden enkeltstarten
Tour de France,Her er de vigtigste starttider til enkeltstarten,"Michael Mørkøv er den første rytter, der sendes af sted lidt efter klokken 13. Jonas Vingegaard er sidste mand på startrampen klokken 17"
Tour de France,Pogacar er på linje med Vingegaard i dopingspørgsmål,"Tadej Pogacar forstår godt, at nogle har svært ved at glemme fortidens dopingproblemer i cykelsporten"
Tour de France,Mads P. om storholds kontrol: - De kører hamrende stærkt,UAE og Jumbo-Visma har holdt udbruddene i kort snor under Tour de France
Tour de France,Jumbo-sportsdirektør pointerer enkeltstartens vigtighed,Ifølge Jumbo-Vismas sportsdirektør kan Tourens eneste enkeltstart komme til at spille en vigtig rolle
Tour de France,Medie: Tilskuer bag styrt identificeret – rytter afgør det videre forløb,"Flere af Vingegaards holdkammerater røg hårdt i asfalten, da en tilskuer pludselig stak sin arm ud på vejen"
Tour de France,"Pogacar kan vinde konkurrence fire år i træk – disse kan tage over, mener Schleck","Andy Schleck udpeger de ryttere, som han mener kan overtage Tadej Pogacars dominans i ungdomskonkurrencen"
Tour de France,Kan dette være løsninger på tilskuerstyrtene?,"Der har været flere tilskuere i dette års Tour de France, der har forårsaget et styrt. Men løsningen er svær at udpege"
Tour de France,Så meget har Tour-holdene tjent indtil videre ,"Jasper Philipsens dominans har kastet penge af sig til Alpecin-Deceuninck, mens det ser skidt ud for danskerhold i bunden"
Tour de France,Optimistisk Bjerg jubler over gode ben ,"UAE Emirates-danskeren er ved at være i topform, bedst som Touren går ind i sin afgørende fase"
Tour de France,Riis kunne ikke høre Voigts råb om hjælp – måtte tage drastisk beslutning,I en artikelserie på tre afsnit fortæller Jens Voigt gribende anekdoter om sine minder med Tour de France
Tour de France,Jumbo-Visma nedprioriterer etapesejre for Vingegaards skyld,"Etapesejre kommer i anden række for Jonas Vingegaards hold, der sætter alt ind på at holde den gule trøje.
"
Tour de France,"Vingegaard, Pogacar og Pedersen sender klar besked til fans ",En tilskuer var søndag skyld i et stort styrt. 
Tour de France,Jumbo-Visma forlanger undskyldning: - Det har indflydelse på hele udfaldet af Touren,"Jumbo-Vismas general manager, Richard Plugge, reagerer kraftigt, efter at en tilskuer sendte flere af hans ryttere i asfalten"
