Category,Headline,SubHeading
Fodbold,Israels EM-kvalkamp udsat,De israelske myndigheder vil ikke lade landsholdet forlade landet. Derfor udsættes en kamp i EM-kvalen
Fodbold,"Hjulmand forklarer, hvorfor valget faldt på Bruun Larsen",Jacob Bruun Larsen har fået seks landskampe for det danske landshold
Fodbold,De har været nogle af de største U21-talenter – her er de i dag,"Vejen til landsholdet er så smal, at mange dygtige spillere aldrig nåede frem. TV 2 Sport har talt med nogle af dem, der var spået flere landskampe"
Fodbold,Fem hold kan spille sig til EM allerede nu,"Torsdag fortsætter EM-kvalifikationen, hvor flere nationer er tæt på at indløse billet til slutrunden i 2024. "
Fodbold,Dolbergs vilde weekend: - Den glemmer jeg ikke lige foreløbig,Angriberen er tilbage i landsholdslejren for første gang siden VM i Qatar. Og det er med et stort smil på læben
Fodbold,Højlund fravalgt til TV 2-program – og det fortæller en vigtig historie,"Talent- og udviklingschefen i DBU ser positivt på, at Rasmus Højlund blev fravalgt. "
Fodbold,Qatar har ændret landsholdet: - Bliver nok lidt kedeligere at høre på,"I DBU er de blevet klogere på, hvad den sportslige sektor i fremtiden skal blande sig i og holde sig ude af. "
Fodbold,FIFA følger trop – ingen russere i spil ,"Når UEFA ikke vil have russere i sine turneringer, kommer de heller ikke til at spille i FIFAs turneringer"
Fodbold,FCK appellerer bøder for 400.000 kroner,FC København er blevet straffet i forbindelse med tre kampe i de seneste uger
Fodbold,Én dansker har fundet vej til flot talentliste,Trods sin unge alder er Tobias Slotsager en stor profil på OB-holdet
Fodbold,Hjulmand skifter ud igen,Landstræner Kasper Hjulmand har nu foretaget fire udskiftninger den seneste uge
Fodbold,"- Hvis jeg ikke spiller, hvad fanden skal jeg så lave dernede?","Victor Nelsson ærgrer sig over, at spilminutterne er blevet færre i Galatasaray"
Fodbold,Rooney får nyt trænerjob,Wayne Rooney skal forsøge at føre Birmingham FC mod Premier League. Han er på kontrakt i tre et halvt år
Fodbold,Højlund sætter ord på samarbejde med verdensstjerne,Rasmus Højlund har fået en god start på sit ophold i Manchester United. 
Fodbold,"Specielle kampe venter Kjær: - Det er noget, jeg har brugt tid på at tænke over",Simon Kjær har været en fast del af landsholdet siden 2009. 
Fodbold,Assistenttræner forlænger med landsholdet,Morten Wieghorst fortsætter som assistenttræner på landsholdet
Fodbold,"Dansker forstår, hvorfor Mourinho vragede ham","Højrebacken er skiftet til italienske Roma, men får ikke lov at spille med i Europa League"
Fodbold,"- De mest sindssyge ti minutter, jeg har set på fjernsyn, siger Kjær ","Simon Kjær var ikke selv med i kampen, hvor Olivier Giroud endte som målmand. "
Fodbold,Amerikanere vil investere millioner i dansk klub,AC Horsens kan inden længe være på amerikanske hænder og minimum 25 millioner kroner rigere
Fodbold,Presset blev for stort på UEFA og Møller: - De skabte selv problemet,"DBU-formand kunne tirsdag glædeligt fortælle, at en omstridt beslutning om russiske U17-landshold var trukket tilbage hos UEFA"
Fodbold,"- Det er noget helt andet, siger Daramy om ny rolle",Den tidligere FCK-spiller har fået en god start i den franske liga
Fodbold,Harder ude i flere uger,Pernille Harder har pådraget sig en skade i højre knæ og må betragtes som tvivlsom til de kommende landskampe
Fodbold,Fyret VM-landstræner skal træne Sevilla,"Diego Alonso får sit første trænerjob i Europa, hvor han skal sparke liv i en sløj Sevilla-sæsonstart"
Fodbold,"- Jeg tror ikke, vi gør det, siger Hjulmand om særligt tiltag",Græstæppet i Parken har de seneste uger set slidt ud. 
Fodbold,FCK får ny bøde for bannere,Fodboldens Disciplinærinstans har for 22. gang på et år sanktioneret FC København. 
Fodbold,Akrobatisk Schmeichel folder sig ud,Landsholdet er samlet frem mod de to EM-kvalifikationskampe mod Kasakhstan og San Marino
Fodbold,Kasakhstan-kollaps sendte Hjulmand i kulkælderen,"Et halvt år efter kollapset i Kasakhstan, er det endelig blevet revanchetid for landsholdet"
Fodbold,DBU-formand reagerer på Rusland-udelukkelse,UEFA luftede tanken om at lukke Ruslands U17-landshold ind i varmen igen for 14 dage siden. 
Fodbold,UEFA i kovending – russisk deltagelse er droppet,UEFA's forslag om at lade russiske U17-landshold komme tilbage i internationale turneringer er trukket tilbage
EM fodbold,Værter for EM på plads frem til 2032,"Det kom tirsdag på plads, hvilke lande der skal være værter for fodbold-EM i 2028 og 2032"
